id,name,host_id,host_name,neighbour_hood_info,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
241159,Clinton Hill 1 Bed Bright Loft Apartment,1264655,Ruari,"Brooklyn,Bedford-Stuyvesant",40.69221,-73.95866,Entire home/apt,110,6,8,1/3/2019,0.33,1,4
241862,Great Studio in W. Village - NYC!,1269455,Mike,"Manhattan,West Village",40.72969,-74.00635,Entire home/apt,200,2,37,1/2/2019,0.39,1,257
242532,The Notorious B.N.B. { The Swoon },1177497,Jessica,"Brooklyn,Clinton Hill",40.6893,-73.96602,Private room,279,1,120,6/19/2019,1.28,11,362
242643,"BIG 1br, SLEEPS 4, dishwashr, TV",1273825,Lauryn,"Brooklyn,Williamsburg",40.70832,-73.94157,Entire home/apt,137,1,24,1/1/2019,0.29,1,0
243229,2BR  Apt - 20min to Soho,1276497,Alon,"Brooklyn,Bedford-Stuyvesant",40.68016,-73.94878,Entire home/apt,280,3,5,7/9/2017,0.05,1,365
243708,Williamsburg  - Quiet and Comfy stay,288711,Andy,"Brooklyn,Williamsburg",40.70875,-73.95508,Entire home/apt,199,30,242,4/1/2019,2.59,1,102
245504,One Fabulous Private Room,714200,Baron,"Manhattan,Inwood",40.85888,-73.92886,Private room,71,4,229,6/21/2019,2.45,1,26
245544,NY/ Big Room for 2 near Manhattan,1260921,Victor,"Bronx,Kingsbridge",40.8679,-73.90023,Private room,42,2,108,6/19/2019,1.36,2,302
245574,Brooklyn Brownstone apartment,1288460,Al-,"Brooklyn,Bedford-Stuyvesant",40.6889,-73.95383,Entire home/apt,180,2,181,6/5/2019,1.92,1,280
245607,big 1 bedroom apt very central,825022,Jaidev,"Manhattan,Chelsea",40.75127,-73.99637,Entire home/apt,226,5,34,7/1/2019,0.39,1,302
246134,"Lovely, Large Room in Crown Heights",283604,Shelley,"Brooklyn,Crown Heights",40.67607,-73.94421,Private room,85,3,5,10/2/2016,0.05,1,281
246351,"Sweet Apt, Steps From Gramercy Park",1292250,Jerry,"Manhattan,Gramercy",40.73834,-73.9823,Entire home/apt,135,1,5,8/17/2015,0.06,1,0
246916,Quality Cozy Studio Next to Subway,3647,Rafael,"Queens,Elmhurst",40.7347,-73.88066,Entire home/apt,79,4,60,6/25/2019,0.64,2,297
246938,Scandinavian-apt for up to 5. LES,936630,Jens,"Manhattan,Lower East Side",40.71876,-73.98851,Entire home/apt,154,1,238,6/23/2019,2.59,1,246
248865,Loft Suite @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73787,-73.95385,Entire home/apt,199,3,34,4/22/2019,0.37,28,60
248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,605463,West Village,"Manhattan,West Village",40.73066,-74.00287,Entire home/apt,700,3,131,6/24/2019,1.4,4,296
249414,Large & bright 900ftÂ² 1br in WV,1306587,Andy,"Manhattan,West Village",40.73291,-74.00059,Entire home/apt,246,4,6,6/28/2017,0.16,1,0
249618,At a very nice area in the WestSide,1307773,Karina,"Manhattan,Washington Heights",40.85099,-73.92822,Private room,125,60,4,7/3/2015,0.06,1,364
249867,HANCOCK VERY SMALL ROOM,758441,Fred,"Brooklyn,Bedford-Stuyvesant",40.68707,-73.91918,Private room,100,1,7,10/7/2018,0.08,4,281
250259,Pre-War Williamsburg Loft,1311398,Ben,"Brooklyn,Williamsburg",40.7184,-73.96019,Entire home/apt,295,5,125,7/7/2019,3.04,1,0
250311,1 Bedroom Available In My Two Bedroom Flat,945499,Kyle,"Brooklyn,Crown Heights",40.67495,-73.95563,Private room,150,3,0,,,1,0
250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,"Manhattan,Chinatown",40.71582,-73.99902,Entire home/apt,119,1,49,12/3/2014,0.58,1,0
250536,The Lenox in Harlem,1313306,Yvette,"Manhattan,Harlem",40.81068,-73.94288,Private room,125,1,11,9/25/2017,0.12,2,365
250537,The Lenox in Harlem,1313306,Yvette,"Manhattan,Harlem",40.81122,-73.94279,Entire home/apt,400,5,0,,,2,365
250801, Heart & Soul of Greenwich Village ,1314834,Rhona,"Manhattan,Greenwich Village",40.73129,-73.99944,Entire home/apt,850,3,107,5/23/2019,1.15,1,249
251262,Prime Williamsburg Loft off Bedford,1278802,Anne,"Brooklyn,Williamsburg",40.71628,-73.95737,Private room,129,2,241,6/29/2019,2.6,1,303
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,"Manhattan,Upper West Side",40.78558,-73.9726,Private room,140,1,176,6/29/2019,1.89,1,300
252076,+Highly Satisfactory LES dwelling++,297769,Tunji,"Manhattan,Chinatown",40.7146,-73.991,Private room,115,4,151,6/16/2019,1.63,2,323
252607,Whole apartment / 2 bedroom in NYC,1325961,Chris,"Manhattan,East Harlem",40.79493,-73.94462,Entire home/apt,200,3,49,8/9/2018,0.53,2,0
253332,"Spacious, modern loft in awesome neighborhood",552343,Cynthia,"Brooklyn,Sunset Park",40.6623,-73.99049,Entire home/apt,96,120,13,9/1/2018,0.14,1,204
253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73693,-73.95284,Entire home/apt,199,3,33,6/24/2019,0.47,28,60
253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73641,-73.9533,Entire home/apt,199,3,24,11/6/2018,0.32,28,84
253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73794,-73.95254,Entire home/apt,199,3,59,6/24/2019,0.66,28,60
253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,"Brooklyn,Brighton Beach",40.58147,-73.96726,Private room,69,1,2,6/25/2015,0.04,1,303
253590,Large 1 Bedroom furnished on UWS,1331850,G,"Manhattan,Upper West Side",40.79771,-73.96323,Entire home/apt,185,2,16,6/28/2019,0.23,1,261
253623,Chez Carine - Privacy in Manhattan,1332108,Cici,"Manhattan,Harlem",40.81512,-73.94692,Private room,81,2,72,11/26/2018,0.77,1,0
253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.7373,-73.95323,Entire home/apt,199,3,24,4/25/2019,0.26,28,60
253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73708,-73.95271,Entire home/apt,199,3,23,6/22/2019,0.26,28,60
253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73652,-73.95236,Entire home/apt,199,3,43,7/2/2019,0.47,28,60
253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73693,-73.95316,Entire home/apt,199,3,30,7/3/2019,0.32,28,56
253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73784,-73.95324,Entire home/apt,199,3,39,6/29/2019,0.44,28,84
253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73674,-73.95247,Private room,349,3,8,7/26/2018,0.09,28,58
253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73783,-73.95259,Private room,249,3,3,11/3/2015,0.03,28,60
253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73714,-73.95296,Private room,299,3,6,4/19/2018,0.1,28,60
253846,Superior @ Box House,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73731,-73.9545,Private room,179,3,4,12/4/2015,0.05,28,81
254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,"Queens,Jackson Heights",40.74965,-73.89344,Private room,54,5,56,7/6/2019,0.66,3,365
254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73793,-73.95316,Private room,599,3,7,11/16/2018,0.08,28,60
254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,"Brooklyn,Clinton Hill",40.68197,-73.96549,Entire home/apt,110,1,2,1/13/2014,0.03,1,0
255024,"3BR, 2 bathroom condo in Bushwick",1340007,Roger,"Brooklyn,Bushwick",40.70271,-73.91566,Entire home/apt,220,2,178,6/24/2019,2.69,1,297
255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,Bree,"Brooklyn,Williamsburg",40.7116,-73.9529,Private room,89,30,30,5/31/2019,0.8,1,91
255601,Cozy 2 Bedroom 20 Min from City,1343630,Antonio,"Brooklyn,Bedford-Stuyvesant",40.69241,-73.94885,Entire home/apt,170,2,190,6/23/2019,2.04,1,315
255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,"Manhattan,Nolita",40.72004,-73.99424,Entire home/apt,495,7,25,6/30/2019,0.27,2,338
256078,"Entire apt NYC, Queens. 15 min from Times Square.",1346437,Cristina,"Queens,Sunnyside",40.74511,-73.92398,Entire home/apt,80,10,81,5/31/2019,0.98,2,40
256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,"Manhattan,Chelsea",40.74599,-74.00253,Entire home/apt,760,2,7,6/22/2019,0.08,1,361
256369,Alchemy BnB - room in artist loft,1348494,Pamela,"Brooklyn,Cobble Hill",40.68946,-73.99385,Private room,98,4,216,7/1/2019,2.31,1,288
257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,"Brooklyn,Bedford-Stuyvesant",40.68226,-73.95473,Entire home/apt,125,30,31,1/28/2019,0.33,1,218
257568,Zen Den (Airport Pickup: JFK & LGA),1123923,Adolfo,"Brooklyn,Cypress Hills",40.67855,-73.8896,Private room,48,90,53,8/12/2017,0.57,2,1
257787,Heart of Williamsburg. Brand New.,1356046,Daniel,"Brooklyn,Williamsburg",40.71408,-73.9489,Private room,64,3,247,6/21/2019,2.65,2,117
258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,"Brooklyn,Clinton Hill",40.68618,-73.96144,Entire home/apt,154,3,233,4/10/2019,2.5,1,0
258397,Guest Apartment in Owner Occupied Home,1354758,Annie,"Brooklyn,Park Slope",40.67379,-73.98454,Entire home/apt,139,3,135,6/24/2019,1.45,1,204
258686,My Home Is Your Home,1233267,Kim,"Queens,St. Albans",40.70554,-73.76637,Private room,75,4,20,12/30/2015,0.23,1,0
258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,"Manhattan,West Village",40.74031,-74.00532,Entire home/apt,325,4,46,6/2/2019,0.5,1,20
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,"Manhattan,Chelsea",40.74618,-74.00392,Entire home/apt,195,365,10,10/26/2014,0.12,1,0
258740,Spacious room in beautiful apt! ,1360043,Adrienne,"Manhattan,Harlem",40.81872,-73.94567,Private room,58,1,143,6/30/2018,2.83,1,0
258838,"Oceanview,close to Manhattan",1360198,Marina,"Staten Island,Arrochar",40.59251,-74.06479,Entire home/apt,250,2,21,5/22/2019,0.26,4,333
258876,"Affordable rooms,all transportation",1360198,Marina,"Staten Island,Arrochar",40.59101,-74.06685,Private room,50,7,0,,,4,189
259946,"Budget stay, near transportation",1360198,Marina,"Staten Island,Arrochar",40.59262,-74.06659,Entire home/apt,125,2,8,5/19/2019,0.09,4,353
260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,"Brooklyn,Fort Greene",40.69142,-73.97203,Entire home/apt,70,7,4,8/28/2017,0.05,2,0
260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,"Manhattan,Upper East Side",40.76928,-73.95021,Entire home/apt,189,2,314,7/1/2019,3.45,2,206
261194,Cozy Artist Duplex **Bedstuy Charm**,696482,Christine,"Brooklyn,Bedford-Stuyvesant",40.68338,-73.95289,Entire home/apt,130,3,18,6/18/2019,0.25,1,1
261259,Apartment in Best location in NYC,1370358,Keiko,"Manhattan,West Village",40.72953,-74.00462,Entire home/apt,145,7,11,5/27/2015,0.12,1,0
261344,Inspired in Historic Downtown NYC!,568103,Liah,"Manhattan,Financial District",40.70523,-74.01345,Private room,101,7,51,6/2/2019,0.55,1,307
261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,"Manhattan,Chelsea",40.74025,-74.00161,Private room,95,5,20,4/1/2017,0.33,1,0
261781,1500+ sq ft 2BR West Village Loft,1359519,Nadya,"Manhattan,West Village",40.73378,-74.00429,Entire home/apt,375,7,8,12/30/2017,0.12,1,0
262343,Cozy & Clean Lower East Side Apt.,1376385,Lauren,"Manhattan,Lower East Side",40.72087,-73.99022,Entire home/apt,153,31,59,6/6/2019,0.63,1,27
262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,"Brooklyn,East Flatbush",40.64468,-73.94219,Entire home/apt,92,4,54,6/24/2019,0.62,1,27
262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,"Manhattan,Lower East Side",40.7193,-73.98966,Private room,80,5,10,12/31/2018,0.46,1,348
262583,Landmark 2 Bedroom West Village NYC,605463,West Village,"Manhattan,West Village",40.73312,-74.0042,Entire home/apt,300,4,153,6/25/2019,1.66,4,246
263005,2 bedroom apt in charming brick townhouse,1380060,Marisa And Colin,"Brooklyn,Fort Greene",40.69778,-73.97676,Entire home/apt,145,3,110,6/2/2019,1.2,1,15
263190,Room in East Village with Private Entrance,1020539,Dominique,"Manhattan,East Village",40.72534,-73.98591,Private room,88,2,69,1/1/2019,0.91,2,0
263232,Cozy&Clean in a great neighborhood,1381171,Nicole,"Manhattan,Harlem",40.82151,-73.94516,Entire home/apt,155,1,1,1/27/2019,0.18,1,5
263502,Prime Williamsburg 1/BD New Condo,1382749,Shaun,"Brooklyn,Williamsburg",40.72059,-73.9567,Entire home/apt,185,180,24,8/19/2015,0.26,1,0
263776,City Skyline Views from every room!,1384111,Joanne,"Queens,Sunnyside",40.74558,-73.92324,Private room,73,2,95,1/2/2019,1.02,2,0
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,"Manhattan,Upper West Side",40.79433,-73.9765,Entire home/apt,225,2,129,4/28/2019,1.41,1,107
264323,Comfortable Manhattanville,305972,Allan,"Manhattan,Morningside Heights",40.81055,-73.95549,Private room,85,7,171,3/31/2019,1.84,2,144
265036,Private room w/ queen bed + rooftop,21188,Leo,"Brooklyn,Crown Heights",40.6711,-73.95231,Private room,99,2,20,6/9/2019,0.59,1,98
265064,Zen Eyrie â€“Airport Pick-Up: JFK/LGA,1123923,Adolfo,"Brooklyn,Cypress Hills",40.67962,-73.88928,Private room,48,90,17,5/3/2017,0.27,2,0
265145,Studio sublet in Hell's kitchen,1390947,Akiko,"Manhattan,Theater District",40.76217,-73.98411,Entire home/apt,200,5,8,1/8/2015,0.09,1,0
265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,"Manhattan,Upper East Side",40.76128,-73.96463,Entire home/apt,485,7,11,11/1/2015,0.12,1,0
265831,Bright unique designer loft in Soho,1394190,Jen,"Manhattan,Nolita",40.72313,-73.99438,Entire home/apt,310,5,5,7/5/2018,0.09,1,89
265912,Spacious  2 bed Loft apartment Bedford L,1394719,Jill,"Brooklyn,Williamsburg",40.7177,-73.95576,Entire home/apt,110,4,0,,,1,354
266146,Beautiful studio by Central Park,1385157,Brian,"Manhattan,Upper West Side",40.78448,-73.97289,Entire home/apt,109,30,36,3/19/2019,0.39,5,286
266155,One bed suite with private garden,1385157,Brian,"Manhattan,Upper West Side",40.78304,-73.97447,Entire home/apt,167,30,16,3/31/2019,0.17,5,252
266351,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,1396546,Elena,"Brooklyn,Fort Greene",40.68737,-73.97125,Entire home/apt,147,15,5,7/12/2018,0.12,1,189
266437,West Village cozy 2 bedroom  NYC ,1397061,Asia Joanna,"Manhattan,Chelsea",40.74139,-74.0005,Entire home/apt,220,4,0,,,1,0
266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,"Manhattan,Lower East Side",40.71992,-73.98773,Entire home/apt,195,4,68,6/3/2019,0.77,1,271
266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,"Manhattan,Little Italy",40.71905,-73.99677,Entire home/apt,199,28,89,6/30/2018,0.99,1,0
267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,"Manhattan,Financial District",40.70741,-74.00102,Private room,65,30,10,6/24/2019,1.02,1,0
267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,"Queens,Rego Park",40.73349,-73.86009,Private room,55,1,38,7/1/2019,0.85,1,0
267535,Home Away From Home-Room in Bronx,1402951,Clara,"Bronx,Wakefield",40.89557,-73.8447,Private room,50,2,15,6/9/2019,0.17,1,337
267652,Private clean pleasant spacious room.,164675,Janice,"Brooklyn,Kensington",40.64277,-73.97296,Private room,60,2,20,1/21/2019,0.42,1,347
267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,"Manhattan,East Harlem",40.79111,-73.94466,Private room,99,3,25,6/15/2019,0.96,2,127
268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,"Manhattan,Harlem",40.79951,-73.95257,Entire home/apt,130,2,35,5/27/2019,0.42,1,41
268481,Resort-like living in Williamsburg,1380703,Vishal,"Brooklyn,Williamsburg",40.71647,-73.93974,Entire home/apt,290,30,1,9/24/2013,0.01,1,0
268868,Hudson Yards with views of The Highline Park,1408733,Sergio,"Manhattan,Chelsea",40.75114,-74.00195,Entire home/apt,350,3,64,6/2/2019,0.7,1,18
269283,Brooklyn: A Huge Bedroom + Good Vibes,1410714,Antoinette,"Brooklyn,Crown Heights",40.66431,-73.93216,Private room,50,3,26,2/16/2019,0.33,1,158
269889,One stop from Midtown Manhattan!,1413098,M,"Queens,Long Island City",40.74579,-73.95012,Private room,96,2,244,6/25/2019,2.74,1,270
270139,"Private Room Very Near L train, Bushwick",1093220,Chavisa,"Brooklyn,Bushwick",40.70278,-73.92673,Private room,45,15,21,1/15/2019,0.29,3,88
270231,Cozy New York  City private room,1366310,Janina,"Queens,Woodside",40.74409,-73.91122,Private room,85,2,270,7/7/2019,2.95,2,306
270315,Bed-stuy Royal Room,1398639,Juliet,"Brooklyn,Bedford-Stuyvesant",40.68812,-73.93254,Private room,34,10,16,3/27/2019,0.19,3,216
270345,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,"Manhattan,East Village",40.72454,-73.99151,Entire home/apt,250,3,24,6/27/2019,0.26,1,16
270680,GREAP STUDIO / 4PPL IN MIDTOWN,1315849,Javier Pedraza,"Brooklyn,Williamsburg",40.71073,-73.96207,Private room,190,1,30,6/28/2019,0.33,2,365
270681,BEDFORD AV.  ROOM IN WILLIAMSBURG..,1315849,Javier Pedraza,"Brooklyn,Williamsburg",40.71028,-73.96128,Private room,75,2,5,9/7/2015,0.06,2,365
271083,Sleep & Wake near Botanical Gardens,1217923,Kevin,"Brooklyn,Prospect-Lefferts Gardens",40.65772,-73.96131,Entire home/apt,93,4,115,6/12/2019,1.25,1,312
271128,Tranquil in the heart of Brooklyn 2,1417166,Lex,"Brooklyn,Bedford-Stuyvesant",40.68884,-73.95059,Private room,60,5,9,6/25/2019,0.19,2,33
271130,Tranquil in the heart of Brooklyn 1,1417166,Lex,"Brooklyn,Bedford-Stuyvesant",40.6865,-73.95372,Private room,65,5,45,5/26/2019,0.52,2,0
271694,"Easy, comfortable studio in Midtown",1387370,James,"Manhattan,Midtown",40.75282,-73.97315,Entire home/apt,125,365,19,9/8/2015,0.21,1,365
271950,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,"Manhattan,Upper East Side",40.76373,-73.96897,Entire home/apt,300,3,5,12/31/2018,0.08,1,27
271954,Beautiful brownstone apartment,1423798,Aj,"Manhattan,Greenwich Village",40.73388,-73.99452,Entire home/apt,150,2,203,6/20/2019,2.22,1,300
272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,"Manhattan,Washington Heights",40.85774,-73.92901,Entire home/apt,56,122,20,1/2/2018,0.41,1,216
272044,Luxury Designer Downtown Apartment,1195295,M,"Manhattan,East Village",40.72257,-73.98465,Entire home/apt,299,3,49,10/27/2018,0.53,1,365
272427,Spacious room on charming block in Greenpoint!,511993,Diana,"Brooklyn,Greenpoint",40.72723,-73.95728,Private room,60,4,6,4/21/2019,0.07,1,303
272706,"SUNNY, SPACIOUS APT. in  FT. GREENE",1402817,Valerie,"Brooklyn,Fort Greene",40.69135,-73.97321,Entire home/apt,88,5,7,6/18/2017,0.08,1,0
272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,"Brooklyn,Williamsburg",40.70513,-73.95505,Private room,60,2,35,6/30/2019,0.38,2,161
273190,6 Bedroom Landmark West Village Townhouse,605463,West Village,"Manhattan,West Village",40.73301,-74.00268,Entire home/apt,1300,5,28,9/25/2018,0.31,4,297
273256,Beautiful bed and bath - Manhattan,1429642,Delia,"Manhattan,East Harlem",40.79793,-73.93612,Private room,200,6,0,,,1,0
274062,Beautiful Room Near Central Park!,1433395,Stacia,"Manhattan,Harlem",40.80285,-73.95166,Private room,99,2,54,6/24/2019,0.88,1,50
274329,Fantastic 1-bedroom basement apt.,1434654,Andrew,"Brooklyn,Bushwick",40.70642,-73.91665,Entire home/apt,110,3,115,6/25/2019,1.75,2,28
274376,"Private Clinton Hill, Brooklyn Apt",1434931,Aaron,"Brooklyn,Clinton Hill",40.68156,-73.96537,Entire home/apt,135,5,6,6/24/2019,0.13,1,317
274743,Charming furnished Studio-Loft,1436404,Catherine,"Manhattan,Upper East Side",40.77368,-73.95198,Entire home/apt,110,15,1,8/31/2014,0.02,1,275
275976,Lovely 2 bedroom apartment with backyard access,1417757,Kwab,"Brooklyn,Bedford-Stuyvesant",40.68631,-73.93702,Entire home/apt,165,3,204,6/30/2019,2.31,1,80
276216,Nights in White Satin in the Slope,1440691,Dena,"Brooklyn,Sunset Park",40.65992,-73.99042,Entire home/apt,127,180,1,9/1/2016,0.03,1,365
276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,"Brooklyn,Prospect Heights",40.67847,-73.97038,Entire home/apt,402,3,89,6/23/2019,0.97,1,340
276482,Comfortable Manhattanville.,305972,Allan,"Manhattan,Harlem",40.81371,-73.95585,Private room,85,6,130,6/2/2019,1.42,2,97
277207,Beautiful lrg 1800's syle apt share,1447684,Rosa,"Brooklyn,Greenpoint",40.72868,-73.95835,Private room,75,7,15,6/8/2019,0.25,3,365
277370,Location wins for East Village Apt,1448432,Jim,"Manhattan,East Village",40.73168,-73.98662,Entire home/apt,139,30,52,5/13/2019,0.6,1,314
277883,Sunny Entire Apt with Romantic Bedroom,950657,Michelle,"Brooklyn,Prospect-Lefferts Gardens",40.65689,-73.9533,Entire home/apt,70,6,58,12/29/2017,0.63,1,0
